file,id,stored_license,filename_hint,commons_license,verdict
reveal-what.json,portland-vase,CC BY 2.5,,CC BY 2.5,OK
reveal-what.json,potala-palace,CC BY-SA 2.5,,CC BY-SA 2.5,OK
reveal-what.json,registan,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,rila-monastery,CC BY 4.0,,CC BY 4.0,OK
reveal-what.json,roman-forum,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,rosetta-stone,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,sacre-coeur,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,sacsayhuaman,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,schoenbrunn-palace,CC BY-SA 4.0,,,UNVERIFIED
reveal-what.json,school-of-athens,Public domain,,Public domain,OK
reveal-what.json,segovia-aqueduct,CC BY-SA 3.0 es,,CC BY-SA 3.0 es,OK
reveal-what.json,st-peters-basilica,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,st-stephens-vienna,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,staffordshire-hoard,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,temple-of-hatshepsut,CC BY 4.0,,CC BY 4.0,OK
reveal-what.json,temple-of-heaven,CC0,,CC0,OK
reveal-what.json,tikal,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,tower-of-london,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,uffington-white-horse,CC BY-SA 2.0,,CC BY-SA 2.0,OK
reveal-what.json,wat-arun,CC BY-SA 2.0,,CC BY-SA 2.0,OK
reveal-what.json,westminster-abbey,CC BY-SA 2.0,,CC BY-SA 2.0,OK
reveal-what.json,alhambra-lions,CC0,,CC0,OK
reveal-what.json,arnolfini-portrait,Public domain,,Public domain,OK
reveal-what.json,axum-obelisk,CC BY-SA 2.0,,CC BY-SA 2.0,OK
reveal-what.json,baalbek,CC BY 4.0,,CC BY 4.0,OK
reveal-what.json,baths-caracalla,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,belem-tower,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,benin-bronzes,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,carnac-stones,CC BY 3.0,,CC BY 3.0,OK
reveal-what.json,chan-chan,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,chartres-cathedral,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,codex-sinaiticus,Public domain,,Public domain,OK
reveal-what.json,column-marcus-aurelius,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,copan,CC BY 2.5,,CC BY 2.5,OK
reveal-what.json,cyrus-cylinder,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,dead-sea-scrolls,Public domain,,Public domain,OK
reveal-what.json,diamond-sutra,CC0,,CC0,OK
reveal-what.json,elgin-marbles,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,ghent-altarpiece,Public domain,,Public domain,OK
reveal-what.json,gutenberg-bible,Public domain,,Public domain,OK
reveal-what.json,gyeongbokgung,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,hampi,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,hereford-mappa-mundi,Public domain,,Public domain,OK
reveal-what.json,jerash,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,kairouan-mosque,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,kilwa-kisiwani-ruins,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,kizhi-pogost,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,laocoon,CC BY-SA 3.0,,CC BY-SA 4.0,OK
reveal-what.json,las-meninas,Public domain,,Public domain,OK
reveal-what.json,leptis-magna,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,library-celsus-ephesus,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,longmen-grottoes,CC0,,CC0,OK
reveal-what.json,mahabalipuram,CC BY 4.0,,CC BY 4.0,OK
reveal-what.json,mapungubwe-gold-rhino,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,matsumoto-castle,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,meroe-pyramids,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,mesa-verde,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,nabta-playa-circle,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,newgrange-entrance-stone,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,ollantaytambo,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,olympia-stadium,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,palenque-temple,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,palmyra,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,prambanan,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,sanchi-stupa,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,shwedagon-pagoda,CC BY 4.0,,CC BY 4.0,OK
reveal-what.json,standard-of-ur,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,stone-town-zanzibar-door,CC BY-SA 2.0,,CC BY-SA 2.0,OK
reveal-what.json,summer-palace,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,tara-brooch,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,tassili-rock-art,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,teotihuacan-pyramid-sun,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,tiwanaku,Public domain,,Public domain,OK
reveal-what.json,trajan-column,Public domain,,Public domain,OK
reveal-what.json,trundholm-sun-chariot,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,uxmal,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,warren-cup,CC BY 2.0,,CC BY 2.0,OK
reveal-what.json,wawel-castle,CC BY-SA 3.0,,CC BY-SA 3.0,OK
reveal-what.json,djenne-terracotta,CC0,,CC0,OK
reveal-what.json,gedi-ruins,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,hope-diamond,Public domain,,Public domain,OK
reveal-what.json,ishango-bone,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,kerma-deffufa,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,khami-ruins,CC BY-SA 4.0,,CC BY-SA 4.0,OK
reveal-what.json,ziggurat-ur,CC BY 3.0,,CC BY 3.0,OK
reveal-what.json,utrecht-psalter,Public domain,,Public domain,OK
reveal-what.json,winchester-bible,Public domain,,Public domain,OK
reveal-what.json,herculaneum-frescoes,CC0,,CC0,OK
